CÓDIGO DO PROCEDIMENTO NO SIGTAP;PROCEDIMENTO CIRÚRGICO;QUANTIDADE DE SOLICITAÇÕES NA FILA ATÉ DIA 31/12/22;Redução do Tamanho da Fila (%);Prazo para reduzir o % proposto (em meses);Qtde de cirurgias a serem feitas no prazo pactuado;SQ (CODIGO Interno;UF;STATUS
407020080;COLECTOMIA VIDEOLAPAROSCOPICA;75;0.0;8;0;100039;BAHIA;APROVADO
407020225;EXCISAO DE LESAO / TUMOR ANU-RETAL;3;0.0;8;0;100040;BAHIA;APROVADO
407020276;FISTULECTOMIA / FISTULOTOMIA ANAL;309;0.83;8;257;100041;BAHIA;APROVADO
407020284;HEMORROIDECTOMIA;1404;0.8;8;1124;100042;BAHIA;APROVADO
407030026;COLECISTECTOMIA;3889;0.77;8;2995;100043;BAHIA;APROVADO
407030034;COLECISTECTOMIA VIDEOLAPAROSCOPICA;2952;0.64;8;1890;100044;BAHIA;APROVADO
407030069;COLEDOCOTOMIA C/ OU S/ COLECISTECTOMIA;2;0.0;8;0;100045;BAHIA;APROVADO
407040064;HERNIOPLASTIA EPIGASTRICA;468;0.82;8;384;100046;BAHIA;APROVADO
407040072;HERNIOPLASTIA EPIGASTRICA VIDEOLAPAROSCOPICA;194;0.1;8;20;100047;BAHIA;APROVADO
407040080;HERNIOPLASTIA INCISIONAL;767;0.84;8;645;100048;BAHIA;APROVADO
407040099;HERNIOPLASTIA INGUINAL (BILATERAL);2197;0.91;8;2000;100049;BAHIA;APROVADO
407040102;HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL);2935;0.73;8;2143;100050;BAHIA;APROVADO
407040110;HERNIOPLASTIA RECIDIVANTE;27;0.36;8;10;100051;BAHIA;APROVADO
407040129;HERNIOPLASTIA UMBILICAL;3470;0.85;8;2950;100052;BAHIA;APROVADO
407040137;HERNIORRAFIA INGUINAL VIDEOLAPAROSCOPICA;45;0.28;8;13;100053;BAHIA;APROVADO
407040153;HERNIORRAFIA UMBILICAL VIDEOLAPAROSCOPICA;15;0.0;8;0;100054;BAHIA;APROVADO
407040226;REPARACAO DE OUTRAS HERNIAS;35;0.48;8;17;100055;BAHIA;APROVADO
408010142;REPARO DE ROTURA DO MANGUITO ROTADOR (INCLUI PROCEDIMENTOS DESCOMPRESSIVOS);51;1.0;8;51;100056;BAHIA;APROVADO
408040084;ARTROPLASTIA TOTAL PRIMÁRIA DO QUADRIL CIMENTADA;10;1.0;8;10;100064;BAHIA;APROVADO
408050039;ARTRODESE DE MEDIAS / GRANDES ARTICULACOES DE MEMBRO INFERIOR;3;1.0;8;3;100067;BAHIA;APROVADO
408050055;ARTROPLASTIA TOTAL DE JOELHO - REVISAO / RECONSTRUCAO;31;1.0;8;31;100068;BAHIA;APROVADO
408050160;RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO ANTERIOR);353;1.0;8;353;100072;BAHIA;APROVADO
408050179;RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO POSTERIOR C/ OU S/ ANTERIOR);63;1.0;8;63;100073;BAHIA;APROVADO
408050659;TRATAMENTO CIRÚRGICO DE HALUX VALGUS C/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO;2;1.0;8;2;100075;BAHIA;APROVADO
408050764;TRATAMENTO CIRÚRGICO DE PÉ TORTO CONGÊNITO;5;1.0;8;5;100076;BAHIA;APROVADO
408050888;TRATAMENTO CIRÚRGICO DE ROTURA DE MENISCO COM SUTURA MENISCAL UNI / BICOMPATIMENTAL;6;1.0;8;6;100078;BAHIA;APROVADO
408050896;TRATAMENTO CIRÚRGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL;140;1.0;8;140;100079;BAHIA;APROVADO
408060131;EXPLORAÇÃO ARTICULAR C/ OU S/ SINOVECTOMIA DE PEQUENAS ARTICULAÇÕES;11;1.0;8;11;100081;BAHIA;APROVADO
408060158;MANIPULAÇÃO ARTICULAR;18;1.0;8;18;100083;BAHIA;APROVADO
408060166;OSTECTOMIA DE OSSOS DA MÃO E/OU DO PÉ;11;1.0;8;11;100084;BAHIA;APROVADO
408060190;OSTEOTOMIA DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ;1;1.0;8;1;100086;BAHIA;APROVADO
408060212;RESSECÇÃO DE CISTO SINOVIAL;66;1.0;8;66;100087;BAHIA;APROVADO
408060352;RETIRADA DE FIO OU PINO INTRA-ÓSSEO;20;1.0;8;20;100090;BAHIA;APROVADO
408060360;RETIRADA DE FIXADOR EXTERNO;11;1.0;8;11;100091;BAHIA;APROVADO
408060379;RETIRADA DE PLACA E/OU PARAFUSOS;15;1.0;8;15;100092;BAHIA;APROVADO
408060441;TENÓLISE;6;1.0;8;6;100094;BAHIA;APROVADO
408060700;TRATAMENTO CIRÚRGICO DE SINDACTILIA SIMPLES (DOIS DEDOS);11;1.0;8;11;100099;BAHIA;APROVADO
409010065;CISTOLITOTOMIA E/OU RETIRADA DE CORPO ESTRANHO DA BEXIGA;14;0.92;8;13;100100;BAHIA;APROVADO
409010146;EXTRACAO ENDOSCOPICA DE CALCULO EM PELVE RENAL;23;0.0;8;0;100101;BAHIA;APROVADO
409010170;INSTALACAO ENDOSCOPICA DE CATETER DUPLO J;13;1.0;8;13;100102;BAHIA;APROVADO
409010189;LITOTRIPSIA;109;0.55;8;60;100103;BAHIA;APROVADO
409010219;NEFRECTOMIA TOTAL;17;1.0;8;17;100104;BAHIA;APROVADO
409010227;NEFROLITOTOMIA;18;1.0;8;18;100105;BAHIA;APROVADO
409010235;NEFROLITOTOMIA PERCUTANEA;92;1.0;8;92;100106;BAHIA;APROVADO
409010413;TRATAMENTO CIRURGICO DE BEXIGA NEUROGENICA;7;0.0;8;0;100107;BAHIA;APROVADO
409010430;TRATAMENTO CIRURGICO DE CISTOCELE;28;0.25;8;7;100108;BAHIA;APROVADO
409010499;TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA VIA ABDOMINAL;28;0.0;8;0;100109;BAHIA;APROVADO
409010561;URETEROLITOTOMIA;68;0.59;8;41;100110;BAHIA;APROVADO
409020079;MEATOTOMIA SIMPLES;1;0.0;8;0;100111;BAHIA;APROVADO
409020133;URETROPLASTIA AUTOGENA;10;1.0;8;10;100112;BAHIA;APROVADO
409020141;URETROPLASTIA HETEROGENEA;3;1.0;8;3;100113;BAHIA;APROVADO
409020176;URETROTOMIA INTERNA;18;1.0;8;18;100114;BAHIA;APROVADO
409030023;PROSTATECTOMIA SUPRAPÚBICA;688;0.83;8;572;100115;BAHIA;APROVADO
409030031;PROSTATOVESICULECTOMIA RADICAL;6;1.0;8;6;100116;BAHIA;APROVADO
409030040;RESSECCAO ENDOSCOPICA DE PROSTATA;642;0.6;8;386;100117;BAHIA;APROVADO
409040037;EPIDIDIMECTOMIA;1;0.0;8;0;100118;BAHIA;APROVADO
409040070;EXERESE DE CISTO DE EPIDIDIMO;3;0.0;8;0;100119;BAHIA;APROVADO
409040096;EXPLORACAO CIRURGICA DA BOLSA ESCROTAL;8;0.0;8;0;100120;BAHIA;APROVADO
409040126;ORQUIDOPEXIA BILATERAL;10;0.0;8;0;100121;BAHIA;APROVADO
409040134;ORQUIDOPEXIA UNILATERAL;258;0.62;8;160;100122;BAHIA;APROVADO
409040142;ORQUIECTOMIA SUBCAPSULAR BILATERAL;6;0.5;8;3;100123;BAHIA;APROVADO
409040169;ORQUIECTOMIA UNILATERAL;7;0.28;8;2;100124;BAHIA;APROVADO
409040185;REPARACAO E OPERACAO PLASTICA DO TESTICULO;1;0.0;8;0;100125;BAHIA;APROVADO
409040215;TRATAMENTO CIRURGICO DE HIDROCELE;489;0.74;8;362;100126;BAHIA;APROVADO
409040231;TRATAMENTO CIRURGICO DE VARICOCELE;226;0.62;8;141;100127;BAHIA;APROVADO
409050032;CORRECAO DE HIPOSPADIA (1O TEMPO);12;1.0;8;12;100128;BAHIA;APROVADO
409050040;CORRECAO DE HIPOSPADIA (2O TEMPO);6;1.0;8;6;100129;BAHIA;APROVADO
409050075;PLASTICA TOTAL DO PENIS;2;1.0;8;2;100130;BAHIA;APROVADO
409050083;POSTECTOMIA;1889;0.72;8;1361;100131;BAHIA;APROVADO
409050105;TRATAMENTO CIRURGICO DE ELEFANTIASE DO PENIS;1;1.0;8;1;100132;BAHIA;APROVADO
409060020;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR C/ AMPUTACAO DE COLO;190;0.23;8;44;100133;BAHIA;APROVADO
409060038;EXCISÃO TIPO 3 DO COLO UTERINO;1;0.0;8;0;100134;BAHIA;APROVADO
409060046;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;68;0.7;8;48;100135;BAHIA;APROVADO
409060100;HISTERECTOMIA (POR VIA VAGINAL);355;0.21;8;75;100136;BAHIA;APROVADO
409060119;HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL);283;0.61;8;173;100137;BAHIA;APROVADO
409060127;HISTERECTOMIA SUBTOTAL;152;0.56;8;86;100138;BAHIA;APROVADO
409060135;HISTERECTOMIA TOTAL;4645;0.8;8;3716;100139;BAHIA;APROVADO
409060151;HISTERECTOMIA VIDEOLAPAROSCOPICA;115;1.0;8;115;100140;BAHIA;APROVADO
409060178;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;51;0.55;8;29;100141;BAHIA;APROVADO
409060194;MIOMECTOMIA;1534;0.61;8;936;100142;BAHIA;APROVADO
409060208;MIOMECTOMIA VIDEOLAPAROSCOPICA;79;0.0;8;0;100143;BAHIA;APROVADO
409060216;OOFORECTOMIA / OOFOROPLASTIA;374;0.77;8;288;100144;BAHIA;APROVADO
409060232;SALPINGECTOMIA UNI / BILATERAL;54;0.55;8;30;100145;BAHIA;APROVADO
409060240;SALPINGECTOMIA VIDEOLAPAROSCOPICA;5;0.0;8;0;100146;BAHIA;APROVADO
409060259;SALPINGOPLASTIA;1;0.0;8;0;100147;BAHIA;APROVADO
409070041;COLPOPERINEOCLEISE;1;0.0;8;0;100148;BAHIA;APROVADO
409070050;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;1104;0.82;8;906;100149;BAHIA;APROVADO
409070068;COLPOPERINEOPLASTIA POSTERIOR;18;0.55;8;10;100150;BAHIA;APROVADO
409070084;COLPOPLASTIA ANTERIOR;4;0.0;8;0;100151;BAHIA;APROVADO
409070149;EXERESE DE CISTO VAGINAL;22;0.41;8;10;100152;BAHIA;APROVADO
409070157;EXERESE DE GLANDULA DE BARTHOLIN / SKENE;194;0.72;8;140;100153;BAHIA;APROVADO
409070190;MARSUPIALIZACAO DE GLANDULA DE BARTOLIN;10;0.0;8;0;100154;BAHIA;APROVADO
409070211;RECONSTRUCAO DA VAGINA;2;0.0;8;0;100155;BAHIA;APROVADO
409070262;TRATAMENTO CIRURGICO DE HIPERTROFIA DOS PEQUENOS LABIOS;3;0.0;8;0;100156;BAHIA;APROVADO
409070270;TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA POR VIA VAGINAL;52;0.36;8;19;100157;BAHIA;APROVADO
410010065;MASTECTOMIA SIMPLES;4;0.0;8;0;100158;BAHIA;APROVADO
410010073;PLASTICA MAMARIA FEMININA NAO ESTETICA;472;1.0;8;472;100159;BAHIA;APROVADO
410010081;PLASTICA MAMARIA MASCULINA;2;0.0;8;0;100160;BAHIA;APROVADO
410010111;SETORECTOMIA / QUADRANTECTOMIA;32;1.0;8;32;100161;BAHIA;APROVADO
413040097;PREPARO DE RETALHO;1;0.0;8;0;100162;BAHIA;APROVADO
413040119;RECONSTRUCAO DE LOBULO DA ORELHA;3;0.0;8;0;100163;BAHIA;APROVADO
413040151;TRANSFERENCIA INTERMEDIARIA DE RETALHO;1;0.0;8;0;100164;BAHIA;APROVADO
413040208;TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL DOS DEDOS DA MAO/PE S/ COMPROMETIMENTO TENDINOSO;11;1.0;8;11;100165;BAHIA;APROVADO
413040216;TRATAMENTO CIRÚRGICO DE RETRAÇÃO CICATRICIAL EM UM ESTÁGIO;5;0.0;8;0;100166;BAHIA;APROVADO
413040224;TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL NA REGIAO POPLITEA;23;0.0;8;0;100167;BAHIA;APROVADO
413040232;TRATAMENTO CIRURGICO NAO ESTETICO DA ORELHA;6;1.0;8;6;100168;BAHIA;APROVADO
408010053;ARTROPLASTIA ESCAPULO-UMERAL TOTAL;6;1.0;8;6;100169;BAHIA;APROVADO
408040076;ARTROPLASTIA DE REVISÃO OU RECONSTRUÇÃO DO QUADRIL;65;1.0;8;65;100170;BAHIA;APROVADO
410010090;PLASTICA MAMARIA RECONSTRUTIVA - POS MASTECTOMIA C/ IMPLANTE DE PROTESE;51;1.0;8;51;100173;BAHIA;APROVADO
401020070;EXERESE DE CISTO DERMOIDE;3;1.0;8;3;100174;BAHIA;APROVADO
402010027;PARATIREOIDECTOMIA;3;1.0;8;3;100175;BAHIA;APROVADO
407030042;COLECISTOSTOMIA;30;1.0;8;30;100176;BAHIA;APROVADO
407040048;HERNIOPLASTIA DIAFRAGMATICA (VIA ABDOMINAL);57;1.0;8;57;100177;BAHIA;APROVADO
409010200;NEFRECTOMIA PARCIAL;1;1.0;8;1;100178;BAHIA;APROVADO
405050151;IMPLANTE SECUNDARIO DE LENTE INTRA-OCULAR - LIO;61;0.409836065573771;12;26;100001;CEARA;APROVADO
405050372;FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL;772;0.411917098445596;12;319;100002;CEARA;APROVADO
405010036;DACRIOCISTORRINOSTOMIA;62;0.387096774193548;12;24;100003;CEARA;APROVADO
405020015;CORRECAO CIRURGICA DE ESTRABISMO (ACIMA DE 2 MUSCULOS);501;0.399201596806387;12;200;100004;CEARA;APROVADO
405030142;VITRECTOMIA POSTERIOR;52;0.384615384615385;12;21;100005;CEARA;APROVADO
405030177;VITRECTOMIA POSTERIOR COM INFUSÃO DE PERFLUOCARBONO/ÓLEO DE SILICONE/ENDOLASER;543;0.432780847145488;12;235;100006;CEARA;APROVADO
405030169;VITRECTOMIA POSTERIOR COM INFUSÃO DE PERFLUOCARBONO E ENDOLASER;66;0.272727272727273;12;19;100007;CEARA;APROVADO
405030193;PAN-FOTOCOAGULAÇÃO DE RETINA A LASER;100;0.2;12;20;100008;CEARA;APROVADO
408010142;REPARO DE ROTURA DO MANGUITO ROTADOR (INCLUI PROCEDIMENTOS DESCOMPRESSIVOS);748;0.425133689839572;12;318;100009;CEARA;APROVADO
408010185;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR;115;0.547826086956522;12;64;100010;CEARA;APROVADO
408010193;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESCAPULO-UMERAL AGUDA;40;0.4;12;16;100011;CEARA;APROVADO
408010215;TRATAMENTO CIRURGICO DE LUXACAO RECIDIVANTE / HABITUAL DE ARTICULACAO ESCAPULO-UMERAL;212;0.39622641509434;12;85;100012;CEARA;APROVADO
408010223;TRATAMENTO CIRURGICO DE RETARDO DE CONSOLIDACAO DA PSEUDARTROSE DE CLAVICULA / ESCAPULA;28;0.535714285714286;12;16;100013;CEARA;APROVADO
408010231;TRATAMENTO CIRÚRGICO DA SÍNDROME DO IMPACTO SUB-ACROMIAL;46;0.41304347826087;12;20;100014;CEARA;APROVADO
408020032;ARTRODESE DE MÉDIAS / GRANDES ARTICULAÇÕES DE MEMBRO SUPERIOR;31;0.387096774193548;12;12;100015;CEARA;APROVADO
408020555;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA MÃO;36;0.416666666666667;12;16;100016;CEARA;APROVADO
408020563;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO ANTEBRAÇO;17;0.352941176470588;12;6;100017;CEARA;APROVADO
408020571;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO ÚMERO;23;0.391304347826087;12;9;100018;CEARA;APROVADO
408020598;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE NA REGIÃO METAFISE-EPIFISÁRIA DISTAL DO RÁDIO E ULNA;18;0.444444444444444;12;8;100019;CEARA;APROVADO
408020601;TRATAMENTO CIRÚRGICO DE PSEUDO-RETARDO / CONSOLIDAÇÃO / PERDA ÓSSEA AO ÍIVEL DO CARPO;36;0.416666666666667;12;16;100020;CEARA;APROVADO
408030399;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (UM NÍVEL);41;0.341463414634146;12;14;100021;CEARA;APROVADO
408030402;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS NÍVEIS);18;0.388888888888889;12;8;100022;CEARA;APROVADO
408040050;ARTROPLASTIA PARCIAL DE QUADRIL;47;0.425531914893617;12;20;100023;CEARA;APROVADO
408040084;ARTROPLASTIA TOTAL PRIMÁRIA DO QUADRIL CIMENTADA;114;0.201754385964912;12;23;100024;CEARA;APROVADO
408040122;EPIFISIODESE DO TROCANTER MAIOR DO FÊMUR;16;0.375;12;6;100025;CEARA;APROVADO
408050039;ARTRODESE DE MEDIAS / GRANDES ARTICULACOES DE MEMBRO INFERIOR;284;0.278169014084507;12;79;100026;CEARA;APROVADO
408050047;ARTROPLASTIA DE JOELHO (NAO CONVENCIONAL);95;0.252631578947368;12;24;100027;CEARA;APROVADO
408050063;ARTROPLASTIA TOTAL PRIMARIA DO JOELHO;1683;0.342840166369578;12;577;100028;CEARA;APROVADO
408050128;REALINHAMENTO DO MECANISMO EXTENSOR DO JOELHO;41;0.390243902439024;12;16;100029;CEARA;APROVADO
408050136;RECONSTRUCAO DE TENDAO PATELAR / TENDAO QUADRICIPITAL;35;0.4;12;14;100030;CEARA;APROVADO
408050144;RECONSTRUCAO LIGAMENTAR DO TORNOZELO;31;0.387096774193548;12;12;100031;CEARA;APROVADO
408050152;RECONSTRUCAO LIGAMENTAR EXTRA-ARTICULAR DO JOELHO;73;0.397260273972603;12;30;100032;CEARA;APROVADO
408050160;RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO ANTERIOR);883;0.365798414496036;12;323;100033;CEARA;APROVADO
408050179;RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO POSTERIOR C/ OU S/ ANTERIOR);148;0.425675675675676;12;64;100034;CEARA;APROVADO
408050667;TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR MEMBRO INFERIOR (JOELHO / TORNOZELO);76;0.394736842105263;12;30;100035;CEARA;APROVADO
408050748;TRATAMENTO CIRÚRGICO DE PÉ PLANO VALGO;72;0.388888888888889;12;29;100036;CEARA;APROVADO
408050764;TRATAMENTO CIRÚRGICO DE PÉ TORTO CONGÊNITO;162;0.444444444444444;12;72;100037;CEARA;APROVADO
408050799;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA DIÁFISE DO FÊMUR;54;0.722222222222222;12;39;100038;CEARA;APROVADO
408050837;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA METÁFISE DISTAL DO FÊMUR;17;0.529411764705882;12;9;100039;CEARA;APROVADO
408050861;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA DIÁFISE TIBIAL;103;0.611650485436893;12;63;100040;CEARA;APROVADO
408050888;TRATAMENTO CIRÚRGICO DE ROTURA DE MENISCO COM SUTURA MENISCAL UNI / BICOMPATIMENTAL;87;0.390804597701149;12;34;100041;CEARA;APROVADO
408050896;TRATAMENTO CIRÚRGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL;474;0.39873417721519;12;190;100042;CEARA;APROVADO
408060018;ALONGAMENTO / ENCURTAMENTO MIOTENDINOSO;116;0.396551724137931;12;46;100043;CEARA;APROVADO
408060034;ALONGAMENTO E/OU TRANSPORTE ÓSSEO DE OSSOS LONGOS (EXCETO DA MÃO E DO PÉ);323;0.188854489164087;12;62;100044;CEARA;APROVADO
408060050;ARTRODESE DE PEQUENAS ARTICULAÇÕES;116;0.301724137931034;12;35;100045;CEARA;APROVADO
408060069;ARTROPLASTIA DE RESSECÇÃO DE MÉDIA / GRANDE ARTICULAÇÃO;35;0.2;12;7;100046;CEARA;APROVADO
408060123;EXPLORAÇÃO ARTICULAR C/ OU S/ SINOVECTOMIA DE MÉDIAS / GRANDES ARTICULAÇÕES;32;0.34375;12;11;100047;CEARA;APROVADO
408060140;FASCIECTOMIA;35;0.4;12;14;100048;CEARA;APROVADO
408060158;MANIPULAÇÃO ARTICULAR;27;0.407407407407407;12;11;100049;CEARA;APROVADO
408060174;OSTECTOMIA DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ;37;0.405405405405405;12;15;100050;CEARA;APROVADO
408060182;OSTEOTOMIA DE OSSOS DA MÃO E/OU DO PÉ;203;0.399014778325123;12;81;100051;CEARA;APROVADO
408060190;OSTEOTOMIA DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ;338;0.402366863905325;12;136;100052;CEARA;APROVADO
408060212;RESSECÇÃO DE CISTO SINOVIAL;200;0.4;12;80;100053;CEARA;APROVADO
408060352;RETIRADA DE FIO OU PINO INTRA-ÓSSEO;457;0.304157549234136;12;140;100054;CEARA;APROVADO
408060379;RETIRADA DE PLACA E/OU PARAFUSOS;199;0.42713567839196;12;86;100055;CEARA;APROVADO
408060441;TENÓLISE;34;0.382352941176471;12;14;100056;CEARA;APROVADO
408060476;TENOPLASTIA OU ENXERTO DE TENDÃO UNICO;107;0.392523364485981;12;42;100057;CEARA;APROVADO
408060581;TRATAMENTO CIRÚRGICO DE DEFORMIDADE ARTICULAR POR RETRACAO TENO-CAPSULO-LIGAMENTAR;25;0.4;12;10;100058;CEARA;APROVADO
408060590;TRATAMENTO CIRÚRGICO DE FRATURA VICIOSAMENTE CONSOLIDADA DOS OSSOS LONGOS EXCETO DA MÃO E DO PÉ;28;0.357142857142857;12;10;100059;CEARA;APROVADO
404010016;ADENOIDECTOMIA;181;0.408839779005525;12;75;100060;CEARA;APROVADO
404010024;AMIGDALECTOMIA;243;0.403292181069959;12;99;100061;CEARA;APROVADO
404010032;AMIGDALECTOMIA C/ ADENOIDECTOMIA;431;0.39907192575406;12;172;100062;CEARA;APROVADO
404010113;EXERESE DE PAPILOMA EM LARINGE;101;0.396039603960396;12;40;100063;CEARA;APROVADO
404010148;IMPLANTE COCLEAR;190;0.368421052631579;12;70;100064;CEARA;APROVADO
404010210;MASTOIDECTOMIA RADICAL;231;0.398268398268398;12;92;100065;CEARA;APROVADO
404010229;MASTOIDECTOMIA SUBTOTAL;201;0.417910447761194;12;84;100066;CEARA;APROVADO
404010237;MICROCIRURGIA OTOLOGICA;126;0.396825396825397;12;51;100067;CEARA;APROVADO
404010326;SINUSOTOMIA BILATERAL;189;0.396825396825397;12;76;100068;CEARA;APROVADO
404010334;SINUSOTOMIA ESFENOIDAL;106;0.39622641509434;12;43;100069;CEARA;APROVADO
404010350;TIMPANOPLASTIA (UNI / BILATERAL);280;0.417857142857143;12;118;100070;CEARA;APROVADO
404010415;TURBINECTOMIA;154;0.409090909090909;12;63;100071;CEARA;APROVADO
404010482;SEPTOPLASTIA PARA CORREÇÃO DE DESVIO;314;0.407643312101911;12;129;100072;CEARA;APROVADO
404010512;SINUSOTOMIA TRANSMAXILAR;92;0.391304347826087;12;36;100073;CEARA;APROVADO
404010520;SEPTOPLASTIA REPARADORA NÂO ESTÉTICA;44;0.386363636363636;12;17;100074;CEARA;APROVADO
404010628;CIRURGIA PARA PRÓTESE AUDITIVA ANCORADA NO OSSO UNILATERAL – TEMPO ÚNICO;47;0.361702127659574;12;17;100075;CEARA;APROVADO
404030041;MICROCIRURGIA OTOLÓGICA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL;39;0.384615384615385;12;16;100076;CEARA;APROVADO
404030084;ALVEOLOPLASTIA COM ENXERTO ÓSSEO EM PACIENTE COM ANOMALIA CRÂNIOFACIAL;18;0.333333333333333;12;6;100077;CEARA;APROVADO
407010270;TRATAMENTO CIRURGICO DE ACALASIA (CARDIOMIOPLASTIA);47;0.468085106382979;12;23;100078;CEARA;APROVADO
407010297;TRATAMENTO CIRURGICO DE REFLUXO GASTROESOFAGICO;143;0.433566433566434;12;63;100079;CEARA;APROVADO
407020217;ESFINCTEROTOMIA INTERNA E TRATAMENTO DE FISSURA ANAL;37;0.351351351351351;12;13;100080;CEARA;APROVADO
407020241;FECHAMENTO DE ENTEROSTOMIA (QUALQUER SEGMENTO);190;0.405263157894737;12;78;100081;CEARA;APROVADO
407020276;FISTULECTOMIA / FISTULOTOMIA ANAL;255;0.435294117647059;12;112;100082;CEARA;APROVADO
407020284;HEMORROIDECTOMIA;342;0.482456140350877;12;165;100083;CEARA;APROVADO
407020403;RETOSSIGMOIDECTOMIA ABDOMINAL;67;0.373134328358209;12;25;100084;CEARA;APROVADO
407020411;RETOSSIGMOIDECTOMIA ABDOMINO-PERINEAL;20;0.4;12;8;100085;CEARA;APROVADO
407020470;TRATAMENTO CIRURGICO DE PROLAPSO ANAL;25;0.4;12;10;100086;CEARA;APROVADO
407030034;COLECISTECTOMIA VIDEOLAPAROSCOPICA;8896;0.311937949640288;12;2776;100087;CEARA;APROVADO
407030255;COLANGIOPANCREATOGRAFIA RETRÓGRADA ENDOSCÓPICA TERAPÊUTICA;109;0.486238532110092;12;54;100088;CEARA;APROVADO
407040064;HERNIOPLASTIA EPIGASTRICA;486;0.460905349794239;12;225;100089;CEARA;APROVADO
407040080;HERNIOPLASTIA INCISIONAL;1069;0.434050514499532;12;464;100090;CEARA;APROVADO
407040099;HERNIOPLASTIA INGUINAL (BILATERAL);336;0.398809523809524;12;135;100091;CEARA;APROVADO
407040102;HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL);2113;0.403218173213441;12;853;100092;CEARA;APROVADO
407040110;HERNIOPLASTIA RECIDIVANTE;106;0.39622641509434;12;43;100093;CEARA;APROVADO
407040129;HERNIOPLASTIA UMBILICAL;1508;0.429045092838196;12;647;100094;CEARA;APROVADO
407040137;HERNIORRAFIA INGUINAL VIDEOLAPAROSCOPICA;152;0.394736842105263;12;60;100095;CEARA;APROVADO
407040153;HERNIORRAFIA UMBILICAL VIDEOLAPAROSCOPICA;130;0.4;12;52;100096;CEARA;APROVADO
407040170;LAPAROTOMIA VIDEOLAPAROSCOPICA PARA DRENAGEM E/OU BIOPSIA;91;0.395604395604396;12;37;100097;CEARA;APROVADO
409040240;VASECTOMIA;460;0.4;12;184;100098;CEARA;APROVADO
409060186;LAQUEADURA TUBARIA;983;0.400813835198372;12;394;100099;CEARA;APROVADO
409010065;CISTOLITOTOMIA E/OU RETIRADA DE CORPO ESTRANHO DA BEXIGA;250;0.456;12;114;100100;CEARA;APROVADO
409010090;CISTOSTOMIA;33;0.424242424242424;12;14;100101;CEARA;APROVADO
409010146;EXTRACAO ENDOSCOPICA DE CALCULO EM PELVE RENAL;434;0.398617511520737;12;173;100102;CEARA;APROVADO
409010170;INSTALACAO ENDOSCOPICA DE CATETER DUPLO J;153;0.405228758169935;12;63;100103;CEARA;APROVADO
409010189;LITOTRIPSIA;179;0.379888268156425;12;69;100104;CEARA;APROVADO
